geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0001658	branching involved in ureteric bud morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0001658	60	3	0.20880835233409337	14.367241379310345	0.0011890590949201751	0.0175602029334113	4089;5727;7490	PTCH1;SMAD4;WT1
GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	http://amigo.geneontology.org/amigo/term/GO:0002562	60	3	0.20880835233409337	14.367241379310345	0.0011890590949201751	0.0175602029334113	2956;4292;4436	MLH1;MSH2;MSH6
GO:0016444	somatic cell DNA recombination	http://amigo.geneontology.org/amigo/term/GO:0016444	60	3	0.20880835233409337	14.367241379310345	0.0011890590949201751	0.0175602029334113	2956;4292;4436	MLH1;MSH2;MSH6
GO:0009880	embryonic pattern specification	http://amigo.geneontology.org/amigo/term/GO:0009880	60	3	0.20880835233409337	14.367241379310345	0.0011890590949201751	0.0175602029334113	4089;5727;7490	PTCH1;SMAD4;WT1
GO:0016571	histone methylation	http://amigo.geneontology.org/amigo/term/GO:0016571	134	4	0.46633865354614185	8.577457539886773	0.0012114074368860805	0.017720696316312463	672;4089;4221;6598	BRCA1;MEN1;SMAD4;SMARCB1
GO:0072075	metanephric mesenchyme development	http://amigo.geneontology.org/amigo/term/GO:0072075	15	2	0.05220208808352334	38.31264367816092	0.0012139772928396741	0.017720696316312463	4089;7490	SMAD4;WT1
GO:0000722	telomere maintenance via recombination	http://amigo.geneontology.org/amigo/term/GO:0000722	15	2	0.05220208808352334	38.31264367816092	0.0012139772928396741	0.017720696316312463	675;5889	BRCA2;RAD51C
GO:0035635	entry of bacterium into host cell	http://amigo.geneontology.org/amigo/term/GO:0035635	15	2	0.05220208808352334	38.31264367816092	0.0012139772928396741	0.017720696316312463	999;4233	CDH1;MET
GO:0031573	intra-S DNA damage checkpoint	http://amigo.geneontology.org/amigo/term/GO:0031573	15	2	0.05220208808352334	38.31264367816092	0.0012139772928396741	0.017720696316312463	4436;11200	MSH2;CHEK2
GO:0006914	autophagy	http://amigo.geneontology.org/amigo/term/GO:0006914	473	7	1.6461058442337693	4.252460450535832	0.0012213521020383311	0.017746189759109944	472;4233;6794;7157;7248;7249;201163	ATM;FLCN;MET;STK11;TP53;TSC1;TSC2
GO:0061919	process utilizing autophagic mechanism	http://amigo.geneontology.org/amigo/term/GO:0061919	473	7	1.6461058442337693	4.252460450535832	0.0012213521020383311	0.017746189759109944	472;4233;6794;7157;7248;7249;201163	ATM;FLCN;MET;STK11;TP53;TSC1;TSC2
GO:0097305	response to alcohol	http://amigo.geneontology.org/amigo/term/GO:0097305	231	5	0.8039121564862595	6.21958501268846	0.0012348644744896164	0.017778665242309408	672;999;1019;5727;5728	BRCA1;CDH1;CDK4;PTCH1;PTEN
GO:0071560	cellular response to transforming growth factor beta stimulus	http://amigo.geneontology.org/amigo/term/GO:0071560	231	5	0.8039121564862595	6.21958501268846	0.0012348644744896164	0.017778665242309408	657;4089;4221;6794;201163	BMPR1A;FLCN;MEN1;SMAD4;STK11
GO:0033157	regulation of intracellular protein transport	http://amigo.geneontology.org/amigo/term/GO:0033157	231	5	0.8039121564862595	6.21958501268846	0.0012348644744896164	0.017778665242309408	999;4763;7157;8314;51684	BAP1;CDH1;NF1;SUFU;TP53
GO:0006352	DNA-templated transcription, initiation	http://amigo.geneontology.org/amigo/term/GO:0006352	231	5	0.8039121564862595	6.21958501268846	0.0012348644744896164	0.017778665242309408	1019;5728;6597;6598;7157	CDK4;PTEN;SMARCA4;SMARCB1;TP53
GO:0032835	glomerulus development	http://amigo.geneontology.org/amigo/term/GO:0032835	61	3	0.2122884915396616	14.131712832108535	0.00124748768577021	0.017838225275435247	5156;5979;7490	RET;WT1;PDGFRA
GO:0046626	regulation of insulin receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0046626	61	3	0.2122884915396616	14.131712832108535	0.00124748768577021	0.017838225275435247	1019;7248;7249	CDK4;TSC1;TSC2
GO:1905818	regulation of chromosome separation	http://amigo.geneontology.org/amigo/term/GO:1905818	61	3	0.2122884915396616	14.131712832108535	0.00124748768577021	0.017838225275435247	324;472;5925	APC;ATM;RB1
GO:0051494	negative regulation of cytoskeleton organization	http://amigo.geneontology.org/amigo/term/GO:0051494	136	4	0.4732989319572783	8.45131845841785	0.001279621596519842	0.018221502064821954	324;672;4089;4233	APC;BRCA1;MET;SMAD4
GO:0042113	B cell activation	http://amigo.geneontology.org/amigo/term/GO:0042113	233	5	0.8108724348973959	6.166198016871393	0.0012829601834413173	0.018221502064821954	472;2956;3815;4292;4436	ATM;KIT;MLH1;MSH2;MSH6
GO:0042593	glucose homeostasis	http://amigo.geneontology.org/amigo/term/GO:0042593	233	5	0.8108724348973959	6.166198016871393	0.0012829601834413173	0.018221502064821954	4221;5727;6597;6598;6794	MEN1;PTCH1;SMARCA4;SMARCB1;STK11
GO:0031331	positive regulation of cellular catabolic process	http://amigo.geneontology.org/amigo/term/GO:0031331	348	6	1.2110884435377416	4.954221165279429	0.0012879299670918165	0.018250980612316843	472;5728;6794;7248;7249;201163	ATM;FLCN;PTEN;STK11;TSC1;TSC2
GO:0033500	carbohydrate homeostasis	http://amigo.geneontology.org/amigo/term/GO:0033500	234	5	0.8143525741029641	6.139846743295019	0.0013075218630373975	0.01840700027238927	4221;5727;6597;6598;6794	MEN1;PTCH1;SMARCA4;SMARCB1;STK11
GO:0046488	phosphatidylinositol metabolic process	http://amigo.geneontology.org/amigo/term/GO:0046488	234	5	0.8143525741029641	6.139846743295019	0.0013075218630373975	0.01840700027238927	472;3815;4233;5156;5728	ATM;KIT;MET;PTEN;PDGFRA
GO:0043550	regulation of lipid kinase activity	http://amigo.geneontology.org/amigo/term/GO:0043550	62	3	0.2157686307452298	13.903781979977753	0.0013076968160530278	0.01840700027238927	3815;5156;5925	KIT;RB1;PDGFRA
GO:0008286	insulin receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0008286	137	4	0.4767790711628465	8.38963000251699	0.0013147178006428506	0.018464611249117628	324;1019;7248;7249	APC;CDK4;TSC1;TSC2
GO:0034329	cell junction assembly	http://amigo.geneontology.org/amigo/term/GO:0034329	235	5	0.8178327133085324	6.113719735876742	0.0013324301029309371	0.018630386317256074	324;999;5728;7248;201163	APC;CDH1;FLCN;PTEN;TSC1
GO:0070374	positive regulation of ERK1 and ERK2 cascade	http://amigo.geneontology.org/amigo/term/GO:0070374	235	5	0.8178327133085324	6.113719735876742	0.0013324301029309371	0.018630386317256074	3815;4233;5156;5728;5979	KIT;MET;PTEN;RET;PDGFRA
GO:0070192	chromosome organization involved in meiotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0070192	63	3	0.21924876995079803	13.683087027914613	0.0013697068293202497	0.01906704473663023	4292;5889;83990	BRIP1;MLH1;RAD51C
GO:0031060	regulation of histone methylation	http://amigo.geneontology.org/amigo/term/GO:0031060	63	3	0.21924876995079803	13.683087027914613	0.0013697068293202497	0.01906704473663023	672;4089;6598	BRCA1;SMAD4;SMARCB1
GO:0031269	pseudopodium assembly	http://amigo.geneontology.org/amigo/term/GO:0031269	16	2	0.055682227289091564	35.918103448275865	0.0013843039099354915	0.0191150105060233	324;3815	APC;KIT
GO:1904262	negative regulation of TORC1 signaling	http://amigo.geneontology.org/amigo/term/GO:1904262	16	2	0.055682227289091564	35.918103448275865	0.0013843039099354915	0.0191150105060233	472;6794	ATM;STK11
GO:0051571	positive regulation of histone H3-K4 methylation	http://amigo.geneontology.org/amigo/term/GO:0051571	16	2	0.055682227289091564	35.918103448275865	0.0013843039099354915	0.0191150105060233	672;4089	BRCA1;SMAD4
GO:0006913	nucleocytoplasmic transport	http://amigo.geneontology.org/amigo/term/GO:0006913	353	6	1.2284891395655826	4.884048060955358	0.001385277481962044	0.0191150105060233	999;4763;7157;7248;7249;51684	CDH1;NF1;SUFU;TP53;TSC1;TSC2
GO:0043543	protein acylation	http://amigo.geneontology.org/amigo/term/GO:0043543	238	5	0.828273130925237	6.036656041727036	0.0014092643727172671	0.019361266087919576	672;675;4089;6598;201163	BRCA1;BRCA2;FLCN;SMAD4;SMARCB1
GO:0071559	response to transforming growth factor beta	http://amigo.geneontology.org/amigo/term/GO:0071559	238	5	0.828273130925237	6.036656041727036	0.0014092643727172671	0.019361266087919576	657;4089;4221;6794;201163	BMPR1A;FLCN;MEN1;SMAD4;STK11
GO:2001251	negative regulation of chromosome organization	http://amigo.geneontology.org/amigo/term/GO:2001251	140	4	0.4872194887795512	8.209852216748768	0.0014240447277529267	0.01952179576784773	324;472;672;6598	APC;ATM;BRCA1;SMARCB1
GO:0051169	nuclear transport	http://amigo.geneontology.org/amigo/term/GO:0051169	356	6	1.2389295571822874	4.842890352576521	0.0014463327167968387	0.019784325622821834	999;4763;7157;7248;7249;51684	CDH1;NF1;SUFU;TP53;TSC1;TSC2
GO:0060041	retina development in camera-type eye	http://amigo.geneontology.org/amigo/term/GO:0060041	141	4	0.4906996279851194	8.151626314502323	0.0014618558399390746	0.019910287098608648	4149;5156;5979;6597	MAX;RET;SMARCA4;PDGFRA
GO:0035051	cardiocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:0035051	141	4	0.4906996279851194	8.151626314502323	0.0014618558399390746	0.019910287098608648	4089;5156;7248;7490	SMAD4;TSC1;WT1;PDGFRA
GO:0090398	cellular senescence	http://amigo.geneontology.org/amigo/term/GO:0090398	65	3	0.22620904836193448	13.26206896551724	0.0014992095603980626	0.02013039811458373	657;1029;7157	BMPR1A;CDKN2A;TP53
GO:0043967	histone H4 acetylation	http://amigo.geneontology.org/amigo/term/GO:0043967	65	3	0.22620904836193448	13.26206896551724	0.0014992095603980626	0.02013039811458373	672;675;6598	BRCA1;BRCA2;SMARCB1
GO:1900076	regulation of cellular response to insulin stimulus	http://amigo.geneontology.org/amigo/term/GO:1900076	65	3	0.22620904836193448	13.26206896551724	0.0014992095603980626	0.02013039811458373	1019;7248;7249	CDK4;TSC1;TSC2
GO:0060675	ureteric bud morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0060675	65	3	0.22620904836193448	13.26206896551724	0.0014992095603980626	0.02013039811458373	4089;5727;7490	PTCH1;SMAD4;WT1
GO:0042306	regulation of protein import into nucleus	http://amigo.geneontology.org/amigo/term/GO:0042306	65	3	0.22620904836193448	13.26206896551724	0.0014992095603980626	0.02013039811458373	999;4763;51684	CDH1;NF1;SUFU
GO:0002637	regulation of immunoglobulin production	http://amigo.geneontology.org/amigo/term/GO:0002637	65	3	0.22620904836193448	13.26206896551724	0.0014992095603980626	0.02013039811458373	2956;4292;4436	MLH1;MSH2;MSH6
GO:0055123	digestive system development	http://amigo.geneontology.org/amigo/term/GO:0055123	142	4	0.4941797671906876	8.094220495386109	0.00150036268852749	0.02013039811458373	3815;5156;5925;5979	KIT;RB1;RET;PDGFRA
GO:0018205	peptidyl-lysine modification	http://amigo.geneontology.org/amigo/term/GO:0018205	360	6	1.2528501140045603	4.789080459770115	0.0015309194544701477	0.020496768747109876	672;675;4089;4221;6598;201163	BRCA1;BRCA2;FLCN;MEN1;SMAD4;SMARCB1
GO:0019827	stem cell population maintenance	http://amigo.geneontology.org/amigo/term/GO:0019827	143	4	0.49765990639625585	8.037617554858935	0.0015395720648466726	0.020568943730769316	657;3815;4089;79577	BMPR1A;CDC73;KIT;SMAD4
GO:0031268	pseudopodium organization	http://amigo.geneontology.org/amigo/term/GO:0031268	17	2	0.059162366494659786	33.8052738336714	0.0015653745731802893	0.020583068456450606	324;3815	APC;KIT
GO:1902043	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	http://amigo.geneontology.org/amigo/term/GO:1902043	17	2	0.059162366494659786	33.8052738336714	0.0015653745731802893	0.020583068456450606	4763;5728	NF1;PTEN
GO:0090185	negative regulation of kidney development	http://amigo.geneontology.org/amigo/term/GO:0090185	17	2	0.059162366494659786	33.8052738336714	0.0015653745731802893	0.020583068456450606	7490;201163	FLCN;WT1
GO:0001832	blastocyst growth	http://amigo.geneontology.org/amigo/term/GO:0001832	17	2	0.059162366494659786	33.8052738336714	0.0015653745731802893	0.020583068456450606	675;79728	BRCA2;PALB2
GO:0043923	positive regulation by host of viral transcription	http://amigo.geneontology.org/amigo/term/GO:0043923	17	2	0.059162366494659786	33.8052738336714	0.0015653745731802893	0.020583068456450606	6597;6598	SMARCA4;SMARCB1
GO:0070373	negative regulation of ERK1 and ERK2 cascade	http://amigo.geneontology.org/amigo/term/GO:0070373	66	3	0.2296891875675027	13.061128526645769	0.0015667416522512356	0.020583068456450606	4089;5728;201163	FLCN;PTEN;SMAD4
GO:0010660	regulation of muscle cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0010660	66	3	0.2296891875675027	13.061128526645769	0.0015667416522512356	0.020583068456450606	657;1029;5728	BMPR1A;CDKN2A;PTEN
GO:0072171	mesonephric tubule morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0072171	66	3	0.2296891875675027	13.061128526645769	0.0015667416522512356	0.020583068456450606	4089;5727;7490	PTCH1;SMAD4;WT1
GO:0007259	JAK-STAT cascade	http://amigo.geneontology.org/amigo/term/GO:0007259	144	4	0.5011400456018241	7.981800766283524	0.0015794907531945235	0.020707419313190572	3815;4771;5979;7428	KIT;NF2;RET;VHL
GO:0002521	leukocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:0002521	496	7	1.7261490459618385	4.055269744160178	0.0016041614084472133	0.020987223737900677	472;3815;4436;4763;5925;6794;7248	ATM;KIT;MSH2;NF1;RB1;STK11;TSC1
GO:0001707	mesoderm formation	http://amigo.geneontology.org/amigo/term/GO:0001707	67	3	0.23316932677307092	12.866186309830159	0.0016361533788522564	0.021317320675707293	657;2132;4771	BMPR1A;EXT2;NF2
GO:0033047	regulation of mitotic sister chromatid segregation	http://amigo.geneontology.org/amigo/term/GO:0033047	67	3	0.23316932677307092	12.866186309830159	0.0016361533788522564	0.021317320675707293	324;472;5925	APC;ATM;RB1
GO:0098727	maintenance of cell number	http://amigo.geneontology.org/amigo/term/GO:0098727	146	4	0.5081003240129606	7.8724610297590925	0.001661483165265043	0.021602706886930643	657;3815;4089;79577	BMPR1A;CDC73;KIT;SMAD4
GO:0045931	positive regulation of mitotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0045931	147	4	0.5115804632185288	7.818906873094065	0.001703570418325917	0.022058963158035388	675;1019;5889;5925	BRCA2;CDK4;RAD51C;RB1
GO:0071456	cellular response to hypoxia	http://amigo.geneontology.org/amigo/term/GO:0071456	147	4	0.5115804632185288	7.818906873094065	0.001703570418325917	0.022058963158035388	5728;7157;7428;83990	BRIP1;PTEN;TP53;VHL
GO:1904589	regulation of protein import	http://amigo.geneontology.org/amigo/term/GO:1904589	68	3	0.23664946597863915	12.676977687626774	0.001707463781728702	0.02206407091717458	999;4763;51684	CDH1;NF1;SUFU
GO:0097696	STAT cascade	http://amigo.geneontology.org/amigo/term/GO:0097696	148	4	0.515060602424097	7.766076421248834	0.001746394041200361	0.02249880883042146	3815;4771;5979;7428	KIT;NF2;RET;VHL
GO:0021537	telencephalon development	http://amigo.geneontology.org/amigo/term/GO:0021537	250	5	0.8700348013920557	5.746896551724138	0.0017497058134021692	0.02249880883042146	2131;4763;4771;5728;7248	EXT1;NF1;NF2;PTEN;TSC1
GO:0010224	response to UV-B	http://amigo.geneontology.org/amigo/term/GO:0010224	18	2	0.06264250570022802	31.927203065134098	0.0017571150446755723	0.02249880883042146	4436;6794	MSH2;STK11
GO:1904706	negative regulation of vascular smooth muscle cell proliferation	http://amigo.geneontology.org/amigo/term/GO:1904706	18	2	0.06264250570022802	31.927203065134098	0.0017571150446755723	0.02249880883042146	1027;5728	CDKN1B;PTEN
GO:0042176	regulation of protein catabolic process	http://amigo.geneontology.org/amigo/term/GO:0042176	370	6	1.2876515060602425	4.659645852749301	0.001758945885410368	0.02249880883042146	324;999;1027;5728;11200;51684	APC;CDH1;CDKN1B;PTEN;SUFU;CHEK2
GO:0048332	mesoderm morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0048332	69	3	0.24012960518420737	12.493253373313344	0.0017806916474858436	0.022684932381910567	657;2132;4771	BMPR1A;EXT2;NF2
GO:0002088	lens development in camera-type eye	http://amigo.geneontology.org/amigo/term/GO:0002088	69	3	0.24012960518420737	12.493253373313344	0.0017806916474858436	0.022684932381910567	1019;1027;4771	CDK4;CDKN1B;NF2
GO:0048754	branching morphogenesis of an epithelial tube	http://amigo.geneontology.org/amigo/term/GO:0048754	150	4	0.5220208808352335	7.662528735632184	0.0018342773561513814	0.023273547299578697	4089;4233;5727;7490	MET;PTCH1;SMAD4;WT1
GO:0006338	chromatin remodeling	http://amigo.geneontology.org/amigo/term/GO:0006338	150	4	0.5220208808352335	7.662528735632184	0.0018342773561513814	0.023273547299578697	1029;5925;6597;6598	CDKN2A;RB1;SMARCA4;SMARCB1
GO:0010657	muscle cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0010657	70	3	0.2436097443897756	12.314778325123152	0.001855855509611093	0.023406049687215102	657;1029;5728	BMPR1A;CDKN2A;PTEN
GO:0030279	negative regulation of ossification	http://amigo.geneontology.org/amigo/term/GO:0030279	70	3	0.2436097443897756	12.314778325123152	0.001855855509611093	0.023406049687215102	4221;5727;51684	MEN1;PTCH1;SUFU
GO:0030521	androgen receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0030521	70	3	0.2436097443897756	12.314778325123152	0.001855855509611093	0.023406049687215102	672;5925;6597	BRCA1;RB1;SMARCA4
GO:2001236	regulation of extrinsic apoptotic signaling pathway	http://amigo.geneontology.org/amigo/term/GO:2001236	152	4	0.5289811592463699	7.561705989110707	0.001925186930029188	0.024185182219424752	672;4763;5728;5979	BRCA1;NF1;PTEN;RET
GO:0002312	B cell activation involved in immune response	http://amigo.geneontology.org/amigo/term/GO:0002312	71	3	0.2470898835953438	12.141330743079164	0.0019329736502680106	0.024185182219424752	2956;4292;4436	MLH1;MSH2;MSH6
GO:0031110	regulation of microtubule polymerization or depolymerization	http://amigo.geneontology.org/amigo/term/GO:0031110	71	3	0.2470898835953438	12.141330743079164	0.0019329736502680106	0.024185182219424752	324;1027;4233	APC;CDKN1B;MET
GO:0071479	cellular response to ionizing radiation	http://amigo.geneontology.org/amigo/term/GO:0071479	71	3	0.2470898835953438	12.141330743079164	0.0019329736502680106	0.024185182219424752	472;7157;11200	ATM;TP53;CHEK2
GO:0046426	negative regulation of JAK-STAT cascade	http://amigo.geneontology.org/amigo/term/GO:0046426	19	2	0.06612264490579624	30.246823956442828	0.0019594514576517508	0.02437140215375136	4771;7428	NF2;VHL
GO:0072074	kidney mesenchyme development	http://amigo.geneontology.org/amigo/term/GO:0072074	19	2	0.06612264490579624	30.246823956442828	0.0019594514576517508	0.02437140215375136	4089;7490	SMAD4;WT1
GO:0006337	nucleosome disassembly	http://amigo.geneontology.org/amigo/term/GO:0006337	19	2	0.06612264490579624	30.246823956442828	0.0019594514576517508	0.02437140215375136	6597;6598	SMARCA4;SMARCB1
GO:0045216	cell-cell junction organization	http://amigo.geneontology.org/amigo/term/GO:0045216	153	4	0.5324612984519381	7.512283074149199	0.0019717933369853835	0.024476631462657144	324;999;4771;201163	APC;CDH1;FLCN;NF2
GO:0007517	muscle organ development	http://amigo.geneontology.org/amigo/term/GO:0007517	380	6	1.3224528981159247	4.537023593466424	0.0020119844818942134	0.02487858083865142	657;4089;4763;5728;5925;7490	BMPR1A;NF1;PTEN;RB1;SMAD4;WT1
GO:0061045	negative regulation of wound healing	http://amigo.geneontology.org/amigo/term/GO:0061045	72	3	0.25057002280091206	11.972701149425285	0.002012064102079325	0.02487858083865142	1027;5156;5728	CDKN1B;PTEN;PDGFRA
GO:0006606	protein import into nucleus	http://amigo.geneontology.org/amigo/term/GO:0006606	155	4	0.5394215768630746	7.415350389321468	0.0020673428386037696	0.02546223425827221	999;4763;7249;51684	CDH1;NF1;SUFU;TSC2
GO:0006333	chromatin assembly or disassembly	http://amigo.geneontology.org/amigo/term/GO:0006333	155	4	0.5394215768630746	7.415350389321468	0.0020673428386037696	0.02546223425827221	1029;6597;6598;7157	CDKN2A;SMARCA4;SMARCB1;TP53
GO:0051146	striated muscle cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0051146	260	5	0.9048361934477379	5.525862068965517	0.002076689538058174	0.02552749361987299	4089;5156;5925;7248;7490	RB1;SMAD4;TSC1;WT1;PDGFRA
GO:0001756	somitogenesis	http://amigo.geneontology.org/amigo/term/GO:0001756	73	3	0.2540501620064803	11.808691544638638	0.002093144649902623	0.025679708486937628	657;4089;79728	BMPR1A;PALB2;SMAD4
GO:0071695	anatomical structure maturation	http://amigo.geneontology.org/amigo/term/GO:0071695	157	4	0.546381855274211	7.320887327037118	0.00216605238127765	0.026243219292635362	675;4763;5925;5979	BRCA2;NF1;RB1;RET
GO:0023019	signal transduction involved in regulation of gene expression	http://amigo.geneontology.org/amigo/term/GO:0023019	20	2	0.06960278411136446	28.734482758620686	0.0021723103148568734	0.026243219292635362	4072;5156	EPCAM;PDGFRA
GO:0007095	mitotic G2 DNA damage checkpoint	http://amigo.geneontology.org/amigo/term/GO:0007095	20	2	0.06960278411136446	28.734482758620686	0.0021723103148568734	0.026243219292635362	472;2956	ATM;MSH6
GO:0002320	lymphoid progenitor cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0002320	20	2	0.06960278411136446	28.734482758620686	0.0021723103148568734	0.026243219292635362	3815;201163	FLCN;KIT
GO:1904893	negative regulation of STAT cascade	http://amigo.geneontology.org/amigo/term/GO:1904893	20	2	0.06960278411136446	28.734482758620686	0.0021723103148568734	0.026243219292635362	4771;7428	NF2;VHL
GO:0031061	negative regulation of histone methylation	http://amigo.geneontology.org/amigo/term/GO:0031061	20	2	0.06960278411136446	28.734482758620686	0.0021723103148568734	0.026243219292635362	672;6598	BRCA1;SMARCB1
GO:0072078	nephron tubule morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0072078	74	3	0.2575303012120485	11.649114631873251	0.0021762328325936053	0.026243219292635362	4089;5727;7490	PTCH1;SMAD4;WT1
GO:1901992	positive regulation of mitotic cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:1901992	74	3	0.2575303012120485	11.649114631873251	0.0021762328325936053	0.026243219292635362	1019;5889;5925	CDK4;RAD51C;RB1
GO:0018108	peptidyl-tyrosine phosphorylation	http://amigo.geneontology.org/amigo/term/GO:0018108	386	6	1.343333733349334	4.466499910666428	0.0021765308737786704	0.026243219292635362	3815;4233;4771;5156;5979;7157	KIT;MET;NF2;RET;TP53;PDGFRA
GO:0050871	positive regulation of B cell activation	http://amigo.geneontology.org/amigo/term/GO:0050871	75	3	0.26101044041761673	11.493793103448274	0.0022613459447610174	0.027021834011721986	2956;4292;4436	MLH1;MSH2;MSH6
GO:0010507	negative regulation of autophagy	http://amigo.geneontology.org/amigo/term/GO:0010507	75	3	0.26101044041761673	11.493793103448274	0.0022613459447610174	0.027021834011721986	4233;7248;7249	MET;TSC1;TSC2
GO:0055024	regulation of cardiac muscle tissue development	http://amigo.geneontology.org/amigo/term/GO:0055024	75	3	0.26101044041761673	11.493793103448274	0.0022613459447610174	0.027021834011721986	657;4089;5728	BMPR1A;PTEN;SMAD4
GO:0006303	double-strand break repair via nonhomologous end joining	http://amigo.geneontology.org/amigo/term/GO:0006303	75	3	0.26101044041761673	11.493793103448274	0.0022613459447610174	0.027021834011721986	472;672;4292	ATM;BRCA1;MLH1
GO:0018212	peptidyl-tyrosine modification	http://amigo.geneontology.org/amigo/term/GO:0018212	389	6	1.3537741509660386	4.432053895931212	0.0022625322483649235	0.027021834011721986	3815;4233;4771;5156;5979;7157	KIT;MET;NF2;RET;TP53;PDGFRA
GO:0051897	positive regulation of protein kinase B signaling	http://amigo.geneontology.org/amigo/term/GO:0051897	159	4	0.5533421336853475	7.228800693992626	0.0022679751365615175	0.02703563555984297	3815;4233;5156;5979	KIT;MET;RET;PDGFRA
GO:0072088	nephron epithelium morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0072088	76	3	0.26449057962318495	11.342558983666061	0.0023485010385113636	0.027942731224250297	4089;5727;7490	PTCH1;SMAD4;WT1
GO:0030178	negative regulation of Wnt signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0030178	161	4	0.5603024120964839	7.139001927607624	0.002373164062064781	0.028131788042287248	324;6794;7249;54949	APC;SDHAF2;STK11;TSC2
GO:0060390	regulation of SMAD protein signal transduction	http://amigo.geneontology.org/amigo/term/GO:0060390	21	2	0.07308292331693268	27.366174055829227	0.002395618486950246	0.028131788042287248	657;4089	BMPR1A;SMAD4
GO:0035024	negative regulation of Rho protein signal transduction	http://amigo.geneontology.org/amigo/term/GO:0035024	21	2	0.07308292331693268	27.366174055829227	0.002395618486950246	0.028131788042287248	4233;201163	FLCN;MET
GO:0007398	ectoderm development	http://amigo.geneontology.org/amigo/term/GO:0007398	21	2	0.07308292331693268	27.366174055829227	0.002395618486950246	0.028131788042287248	657;4771	BMPR1A;NF2
GO:0050434	positive regulation of viral transcription	http://amigo.geneontology.org/amigo/term/GO:0050434	21	2	0.07308292331693268	27.366174055829227	0.002395618486950246	0.028131788042287248	6597;6598	SMARCA4;SMARCB1
GO:0031498	chromatin disassembly	http://amigo.geneontology.org/amigo/term/GO:0031498	21	2	0.07308292331693268	27.366174055829227	0.002395618486950246	0.028131788042287248	6597;6598	SMARCA4;SMARCB1
GO:0032986	protein-DNA complex disassembly	http://amigo.geneontology.org/amigo/term/GO:0032986	21	2	0.07308292331693268	27.366174055829227	0.002395618486950246	0.028131788042287248	6597;6598	SMARCA4;SMARCB1
GO:0051492	regulation of stress fiber assembly	http://amigo.geneontology.org/amigo/term/GO:0051492	78	3	0.2714508580343214	11.051724137931034	0.0025290041770758	0.02953314877896295	4233;4771;7248	MET;NF2;TSC1
GO:0061333	renal tubule morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0061333	78	3	0.2714508580343214	11.051724137931034	0.0025290041770758	0.02953314877896295	4089;5727;7490	PTCH1;SMAD4;WT1
GO:0072028	nephron morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0072028	78	3	0.2714508580343214	11.051724137931034	0.0025290041770758	0.02953314877896295	4089;5727;7490	PTCH1;SMAD4;WT1
GO:0021700	developmental maturation	http://amigo.geneontology.org/amigo/term/GO:0021700	273	5	0.9500780031201248	5.262725779967159	0.002566033471548712	0.029910179429918998	675;4763;5728;5925;5979	BRCA2;NF1;PTEN;RB1;RET
GO:0033045	regulation of sister chromatid segregation	http://amigo.geneontology.org/amigo/term/GO:0033045	79	3	0.2749309972398896	10.911828895678742	0.0026223851291584666	0.030256178919627737	324;472;5925	APC;ATM;RB1
GO:0008589	regulation of smoothened signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0008589	79	3	0.2749309972398896	10.911828895678742	0.0026223851291584666	0.030256178919627737	5727;5925;51684	PTCH1;RB1;SUFU
GO:0010226	response to lithium ion	http://amigo.geneontology.org/amigo/term/GO:0010226	22	2	0.0765630625225009	26.122257053291534	0.0026293032109032666	0.030256178919627737	999;1027	CDH1;CDKN1B
GO:0003181	atrioventricular valve morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0003181	22	2	0.0765630625225009	26.122257053291534	0.0026293032109032666	0.030256178919627737	657;4089	BMPR1A;SMAD4
GO:0046823	negative regulation of nucleocytoplasmic transport	http://amigo.geneontology.org/amigo/term/GO:0046823	22	2	0.0765630625225009	26.122257053291534	0.0026293032109032666	0.030256178919627737	4763;51684	NF1;SUFU
